,E01018218,E01018219,E01018220,E01018221,E01018222,E01018223,E01018224,E01018225,E01018226,E01018227,E01018228,E01018231,E01018232,E01032611,E01018233,E01018234,E01018235,E01018236,E01018237,E01018238,E01018239,E01018240,E01018241,E01018242,E01018243,E01018244,E01018245,E01018246,E01018247,E01018248,E01018249,E01018250,E01018251,E01018252,E01018253,E01018254,E01018255,E01018256,E01018257,E01018258,E01018259,E01018260,E01018262,E01018263,E01018264,E01018265,E01018266,E01018267,E01018268,E01018269,E01018270,E01018271,E01018272,E01018273,E01018274,E01018275,E01018276,E01018277,E01017943,E01018278,E01017944,E01018279,E01017945,E01018280,E01017946,E01018281,E01017947,E01018282,E01017948,E01018283,E01017949,E01018284,E01017950,E01018285,E01017951,E01018286,E01017952,E01018287,E01017953,E01018288,E01017954,E01018289,E01017955,E01018290,E01017956,E01018291,E01017957,E01018292,E01017958,E01018293,E01017959,E01018294,E01017960,E01018295,E01033425,E01017961,E01018296,E01033426,E01017962,E01018297,E01033113,E01033427,E01017963,E01018298,E01033114,E01033428,E01017964,E01018299,E01033115,E01033429,E01017965,E01018300,E01033116,E01033430,E01017966,E01018301,E01033117,E01017967,E01018302,E01033118,E01017968,E01018303,E01033119,E01017969,E01018304,E01033120,E01017971,E01018305,E01033121,E01017972,E01018306,E01017973,E01018307,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01018011,E01018012,E01018013,E01018014,E01018015,E01018016,E01018017,E01018019,E01018020,E01018021,E01018022,E01018023,E01018024,E01018025,E01018026,E01018027,E01018029,E01018030,E01018032,E01018033,E01018034,E01018035,E01018036,E01018037,E01018038,E01018039,E01018040,E01018041,E01018042,E01018043,E01018044,E01018045,E01018046,E01018047,E01018049,E01018050,E01018051,E01018052,E01018053,E01018054,E01018055,E01018056,E01018057,E01032792,E01032794,E01032795,E01032797,E01032802,TOTAL
E01018291,2,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,4,12,4,6,2,0,0,0,0,2,0,2,0,0,0,12,14,0,2,0,0,0,0,2,0,2,2,2,2,4,8,4,2,2,0,10,10,2,4,2,0,0,0,2,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,4,0,2,0,4,0,18,0,4,0,0,0,12,0,2,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,4,0,2,0,0,0,0,2,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,272
E01017957,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,8,2,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,6,0,2,0,8,2,4,0,2,0,2,0,14,0,6,0,14,0,6,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,2,0,0,2,0,4,0,0,0,0,0,2,0,0,2,2,4,2,0,6,0,2,2,6,6,0,0,0,0,4,4,0,2,2,0,0,0,2,4,0,2,2,0,0,4,2,8,0,4,6,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,2,246
E01018292,0,6,8,2,2,4,2,4,0,0,2,4,4,0,4,2,2,0,4,6,4,0,2,6,10,8,0,0,0,0,0,2,0,4,8,10,4,8,0,2,2,4,6,6,6,4,0,0,2,4,0,0,4,2,6,6,2,0,0,0,0,8,0,14,4,12,2,12,4,16,0,2,0,2,2,0,0,2,0,10,2,4,4,2,0,4,2,20,0,10,6,30,2,12,0,4,6,0,2,2,4,0,2,4,2,0,4,2,2,0,0,0,2,0,8,0,0,2,4,0,0,4,0,2,6,2,0,2,12,0,0,2,4,2,0,4,2,2,2,0,2,0,2,0,2,0,2,0,0,2,0,2,4,6,0,4,2,0,0,2,10,6,0,0,2,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6,0,4,0,0,0,550
E01017958,22,18,10,98,56,60,56,30,2,6,10,72,52,12,32,28,46,44,46,22,4,10,12,12,20,22,14,8,20,116,52,44,32,46,22,20,22,30,38,68,36,54,54,22,16,22,92,34,10,8,10,12,50,36,48,38,24,46,60,32,36,20,74,26,44,24,58,22,30,10,94,28,104,42,74,32,90,24,96,20,58,10,92,14,50,14,66,26,92,24,28,26,24,30,28,22,18,18,30,48,14,18,44,12,20,34,30,32,32,8,36,24,28,6,68,18,12,36,26,24,46,20,28,26,56,38,58,14,56,32,26,52,54,48,56,90,74,56,54,42,64,54,76,46,74,36,76,54,36,66,48,30,42,36,68,72,42,50,66,36,34,40,58,54,52,92,66,44,16,22,22,14,14,12,6,12,6,14,20,10,18,20,22,26,16,30,20,10,20,28,16,20,14,8,4,14,12,2,8,14,14,16,10,10,12,20,10,24,18,34,34,42,26,62,34,7520
E01018293,0,12,2,2,6,2,2,0,0,0,2,4,2,0,2,2,0,2,0,4,4,10,2,0,8,8,0,0,2,2,0,2,2,2,6,26,0,2,2,0,4,0,4,6,8,6,10,6,4,0,2,0,6,2,4,16,0,0,2,8,2,14,0,22,0,12,4,22,0,22,4,4,2,2,2,6,0,0,0,0,0,10,0,2,0,22,0,26,0,58,2,56,0,20,2,2,6,2,6,0,6,0,6,2,2,2,4,0,0,2,0,2,10,0,8,4,2,8,10,0,2,6,4,6,10,4,0,2,0,0,6,6,6,0,2,0,2,0,0,0,2,0,2,0,10,0,2,2,4,0,6,0,0,6,8,2,0,6,4,2,12,4,0,0,4,0,2,0,2,6,6,0,2,0,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,2,0,2,4,0,0,4,2,0,0,2,0,2,0,0,0,0,0,4,2,2,2,4,0,0,0,810
E01017959,0,4,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,8,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,0,0,2,0,0,2,0,0,10,0,14,0,2,8,0,0,14,2,0,0,10,2,0,0,18,0,0,0,4,0,0,0,16,2,2,0,0,0,2,0,0,6,0,2,0,0,0,2,0,2,0,0,2,0,4,2,8,0,6,0,0,2,2,0,2,0,0,6,0,4,0,0,0,2,2,0,4,2,4,2,2,0,0,2,0,4,0,2,2,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,0,2,2,286
E01018294,2,0,4,0,2,6,0,8,6,0,0,0,0,4,2,0,2,4,4,4,2,0,2,0,8,2,2,0,2,0,0,4,0,2,2,0,0,0,0,2,2,4,0,2,0,4,2,0,4,0,2,2,4,0,10,10,2,0,0,2,0,4,2,14,2,8,0,12,6,8,0,2,0,2,0,0,2,4,2,2,0,4,2,0,0,6,0,14,0,8,2,18,2,14,2,0,0,0,0,2,0,0,6,2,2,0,2,0,0,2,0,0,0,0,10,0,2,0,8,2,4,6,4,0,8,0,0,4,2,6,8,0,2,4,0,0,2,0,4,0,0,0,0,0,0,8,2,0,2,0,2,6,0,2,12,6,10,6,2,10,0,0,6,0,0,0,0,2,2,2,4,0,0,0,2,0,0,0,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,2,2,2,0,2,2,0,6,2,2,484
E01017960,22,12,10,6,2,14,2,4,0,2,0,8,8,0,8,8,8,6,4,2,8,0,2,24,56,28,0,2,2,8,0,0,4,2,0,6,4,10,4,6,6,12,4,2,0,8,16,6,8,4,0,4,14,18,12,8,4,2,16,10,6,8,22,10,2,4,8,8,8,2,4,4,6,6,10,42,4,54,0,4,2,0,6,6,0,2,2,18,0,18,60,14,36,16,8,28,2,2,18,14,6,4,26,4,8,4,26,6,4,4,12,6,4,0,52,8,2,6,0,8,24,0,16,30,4,4,4,0,4,4,0,2,4,6,6,8,4,6,8,6,6,0,10,0,8,10,14,8,6,12,8,8,10,12,20,14,12,12,10,10,8,2,10,12,12,8,10,4,12,12,12,10,2,6,0,0,4,0,4,0,2,0,4,10,2,6,0,4,0,6,2,4,4,4,0,4,4,0,2,2,0,4,0,2,8,0,2,10,6,8,8,12,12,14,6,1710
E01018295,2,4,0,2,8,4,0,0,0,0,0,0,4,0,2,2,4,0,2,4,0,0,2,0,2,2,0,0,0,0,0,0,2,4,2,6,4,0,6,0,2,2,0,2,6,6,2,2,2,4,2,0,0,0,0,0,0,0,2,0,4,4,0,10,0,10,0,4,0,30,2,2,0,0,0,2,0,6,2,0,0,0,0,4,2,8,0,16,0,6,6,26,6,48,2,0,0,0,0,0,2,2,4,2,2,0,0,8,0,2,2,2,4,0,2,0,4,4,2,2,4,2,0,2,0,0,2,2,0,0,4,0,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,4,0,0,4,4,4,0,2,0,0,2,4,2,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,420
E01033425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,6,12,26,18,16,0,2,2,0,0,0,0,0,0,4,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,142
E01017961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
E01018296,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,2,0,2,0,2,0,0,2,2,0,2,2,0,0,0,0,2,0,0,0,0,2,2,0,0,44,0,0,4,0,4,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,2,4,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,178
E01033426,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,34,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,4,10,2,6,8,6,14,12,26,2,42,8,4,0,6,4,2,4,0,0,4,4,2,2,0,8,0,8,4,0,2,6,8,6,0,2,0,0,0,0,322
E01017962,2,4,2,10,8,10,2,6,2,0,0,6,6,12,8,4,4,4,10,4,4,0,2,6,10,8,2,0,0,12,2,4,2,4,0,4,0,6,8,6,10,10,2,8,10,10,4,4,0,4,4,2,6,8,20,10,2,0,26,4,6,2,12,2,22,2,12,4,8,10,8,4,0,6,14,20,16,8,6,8,6,2,4,8,4,2,6,0,2,2,22,0,12,4,2,10,2,0,22,4,6,4,10,0,6,2,6,10,4,8,4,6,4,2,34,8,6,18,0,2,0,2,2,12,8,4,16,2,8,12,2,6,4,14,8,12,8,14,8,6,58,0,10,0,4,4,4,2,4,6,0,10,6,8,22,8,12,6,2,6,10,2,8,4,16,0,24,8,2,16,10,4,6,0,2,0,2,4,8,0,2,0,2,12,0,4,8,6,0,4,2,6,0,4,4,6,10,4,4,6,8,2,6,0,6,8,10,4,4,4,6,0,6,4,2,1352
E01018297,8,12,8,34,16,24,8,6,2,2,2,16,8,14,18,18,26,22,16,0,4,2,6,22,32,24,2,2,6,10,6,6,22,20,10,12,2,8,18,4,10,10,26,16,24,16,26,10,4,2,4,2,18,10,32,10,18,12,28,14,38,8,22,6,40,14,52,18,46,14,12,14,6,8,2,42,8,26,0,8,4,6,10,6,4,10,2,12,0,12,14,6,10,4,22,4,18,14,8,78,16,26,16,18,10,14,18,34,12,36,16,16,8,4,14,42,10,24,8,22,14,10,10,18,26,6,18,14,20,28,18,26,26,16,8,18,10,18,16,16,8,4,4,0,2,8,6,14,10,8,6,18,2,4,32,20,24,16,8,2,10,0,4,6,6,4,16,46,50,22,60,48,30,6,10,6,14,12,16,4,4,6,8,14,4,18,10,8,20,12,16,20,6,18,4,6,12,8,12,14,6,32,22,28,10,28,44,42,14,28,12,2,6,12,14,3184
E01033113,0,2,0,4,0,0,2,0,2,0,2,4,0,2,2,0,0,0,2,0,0,0,0,2,0,2,4,0,0,2,2,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,2,0,4,0,4,0,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,0,0,0,14,0,2,0,8,0,0,0,8,0,2,8,0,0,6,0,8,0,0,4,0,0,6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,236
E01033427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,2,0,0,4,4,0,0,2,4,2,0,0,2,2,0,2,0,2,2,2,0,6,4,6,2,6,0,2,14,12,12,12,8,2,4,0,0,0,0,0,0,0,0,216
E01017963,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,2,2,0,2,0,0,6,2,2,0,0,0,0,0,10,2,0,0,18,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
E01018298,0,0,0,0,6,6,0,0,12,2,0,2,2,0,8,2,4,6,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,10,2,2,0,0,2,2,2,6,0,0,8,0,2,6,0,2,0,4,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,4,0,0,8,2,4,0,2,2,826,2,4,0,58,0,4,0,14,0,2,0,64,0,6,2,2,0,0,0,2,10,8,2,4,2,2,4,2,4,2,0,4,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,4,6,0,4,2,0,2,6,4,2,4,0,0,0,6,4,2,6,0,4,6,8,0,14,2,4,0,6,2,8,4,0,2,4,6,0,2,12,4,6,6,8,4,10,10,8,4,8,2,4,2,2,0,1414
E01033114,0,4,4,10,14,16,6,6,2,10,6,64,18,4,10,6,12,16,14,2,0,6,6,4,6,2,18,20,16,12,4,2,22,30,8,0,8,2,10,8,8,4,6,0,4,2,30,12,10,4,4,8,14,6,12,12,56,16,8,70,2,2,12,2,2,4,4,6,4,4,2,10,2,20,4,4,0,4,6,4,0,2,4,2,4,4,4,0,4,6,4,2,6,2,4,4,6,4,0,10,84,4,2,4,128,4,4,4,96,2,4,2,42,2,6,6,92,4,4,78,0,10,148,2,2,6,12,0,2,2,10,6,4,4,2,6,10,4,0,6,2,10,2,4,2,0,8,2,0,4,6,2,2,0,6,4,6,4,2,10,10,0,18,4,18,6,6,4,4,0,4,4,0,0,0,4,0,0,4,0,6,2,2,8,2,0,0,0,2,4,0,4,0,0,2,0,0,0,0,0,10,0,4,2,0,2,0,2,2,2,2,6,8,4,8,1918
E01033428,0,0,0,4,2,2,0,0,0,0,2,0,4,8,4,2,2,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,2,2,0,2,2,0,0,0,2,0,0,0,0,0,6,0,2,0,0,2,2,0,0,0,2,2,2,0,4,0,0,0,2,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,30,0,4,24,0,4,2,20,0,6,2,38,0,6,0,32,2,0,0,34,2,2,0,0,0,0,2,0,2,0,4,2,6,2,2,0,4,0,0,4,2,2,2,2,0,4,0,0,0,0,0,0,2,0,4,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,10,4,2,0,2,0,0,2,18,22,30,6,18,22,20,20,58,30,40,56,8,10,28,34,24,46,10,6,28,40,34,34,42,20,14,22,16,24,30,46,34,46,2,2,0,0,0,0,1320
E01017964,2,2,2,4,2,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,2,2,0,6,2,0,0,0,4,0,0,2,2,2,0,0,10,0,18,0,0,12,0,0,8,0,0,0,12,0,0,0,32,4,0,0,2,0,0,0,6,0,0,2,0,0,0,2,0,10,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,0,2,2,4,0,2,0,2,0,0,0,0,2,0,10,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,250
E01018299,2,4,2,2,4,6,0,0,0,0,0,8,6,6,30,22,16,12,10,2,4,2,2,2,4,6,0,2,0,6,2,4,14,10,0,2,0,4,0,8,6,6,0,2,2,0,10,4,2,2,6,4,8,18,16,6,6,12,14,4,12,6,8,2,10,8,4,8,2,0,2,4,4,10,12,4,6,6,8,0,2,2,0,0,2,2,8,2,2,6,2,4,12,2,2,4,4,6,10,28,6,6,4,76,2,2,2,148,0,8,0,42,2,2,6,76,6,6,6,2,4,2,4,8,8,2,18,10,18,4,8,2,18,8,4,18,12,10,12,8,2,0,0,0,2,2,0,0,4,4,0,4,2,0,4,2,12,0,2,0,6,4,12,10,6,10,2,10,4,8,0,12,10,6,0,10,8,8,6,14,12,14,16,12,12,14,10,4,4,16,2,14,6,0,2,20,10,22,10,16,0,10,10,0,4,12,32,18,14,6,6,0,4,0,2,1648
E01033115,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
E01033429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,4,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,4,2,2,0,2,0,0,0,0,0,2,10,0,0,2,0,0,0,4,4,4,0,6,0,14,4,12,6,14,2,0,4,4,4,0,0,0,0,0,172
E01017965,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,4,0,0,2,0,4,2,0,0,0,0,0,6,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,0,2,0,0,0,0,6,0,0,4,0,0,0,6,0,2,0,6,0,0,0,0,4,4,0,0,4,0,0,4,0,2,0,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
E01018300,4,0,0,6,4,8,2,0,0,2,0,10,10,0,4,12,6,12,0,0,2,2,2,2,0,0,0,2,4,0,0,4,4,8,0,4,0,2,10,4,12,6,6,2,2,0,18,2,4,0,0,0,14,6,16,0,6,4,6,4,8,2,6,6,4,2,8,2,8,6,0,2,2,4,8,4,10,4,8,0,4,2,2,0,0,2,2,2,0,0,4,2,8,2,2,4,4,4,6,8,2,6,6,24,2,6,4,20,6,4,2,24,6,2,4,26,4,8,4,0,2,0,10,0,6,2,6,2,10,8,4,6,18,4,14,6,0,8,6,4,0,2,0,0,2,2,0,4,0,2,0,2,0,6,2,4,4,0,6,0,0,2,4,8,2,4,0,2,4,8,8,0,2,2,2,6,8,6,8,10,10,10,10,12,0,4,0,2,8,16,12,10,4,4,2,8,8,0,0,14,4,12,2,2,16,12,16,14,10,2,0,4,8,0,0,1024
E01033116,0,0,2,6,12,8,2,2,4,4,6,26,16,0,6,0,0,2,4,0,2,0,0,0,4,2,4,0,26,6,2,2,10,14,0,2,4,0,0,2,0,0,2,4,0,0,0,0,0,2,2,0,2,0,0,2,6,2,2,12,0,2,0,2,0,0,0,0,2,0,2,0,0,0,6,2,4,0,0,2,4,0,4,0,0,4,2,0,0,0,0,2,0,4,0,0,0,0,2,2,4,0,0,0,12,2,0,0,6,0,0,0,56,0,2,2,8,2,4,24,0,0,14,0,4,0,0,0,6,6,2,0,0,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,4,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,2,2,0,0,0,460
E01033430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
